"StudentID","Dropout","cohort","cohort.term","Marital.Status","Adjusted.Gross.Income","Parent.Adjusted.Gross.Income","Father.s.Highest.Grade.Level","Housing","RegistrationDate","BirthYear","EnrollmentStatus","NumColCredAttemptTransfer","NumColCredAcceptTransfer","HighDeg","MathPlacement","EngPlacement","GatewayMathStatus","GatewayEnglishStatus","complete_DevMath","complete_DevEnglish","final_Complete1","final_GPA","cohort_year","first_term_Major1","final_majorOne","total_Loan","total_Scholarship","total_Work_Study","total_Grant","race","overall_income"
315217,"1","2012-13",1,"Single",0,11433,"College","With Parent",20120823,1992,2,79,56,0,0,0,0,0,0,0,0,2.53,"2012",26,26,4.04139268515823,0,0,4.07169794522161,"Asian",4.05816020349183
315221,"0","2016-17",1,"Single",7543,0,"College","Off Campus",20160606,1989,2,101,65,0,0,0,0,0,0,0,0,0,"2016",13,13,3.0920184707528,0,0,3.79323144705652,"Black",3.87754410771594
315222,"1","2012-13",3,"Single",0,6340,"High School","Off Campus",20130122,1992,2,40.5,34.5,0,0,0,0,0,0,0,0,2.78,"2012",43,43,4.18110007972805,0,0,4.34388103821477,"Hispanic",3.80208925788173
315223,"1","2012-13",1,"Single",44247,0,"High School","With Parent",20120821,1981,2,71,60,2,0,0,0,0,0,0,0,4,"2012",43,43,0,0,0,0,"White",4.64588383034202
315224,"0","2015-16",1,"Unknown",0,0,"Unknown","Unknown",20150616,1984,2,-1,96,3,0,0,0,0,0,0,0,4,"2015",43,43,0,0,0,0,"White",0
315226,"0","2014-15",1,"Single",17817,0,"College","Off Campus",20140826,1990,2,85,35,0,0,0,1,1,0,0,7,3.66,"2014",42,42,4.32221929473392,0,0,3.94718856552609,"Hispanic",4.25083457999668
315231,"1","2015-16",1,"Single",24922,0,"Middle School","Off Campus",20150630,1984,2,77,37,0,0,0,0,0,0,0,0,1.44,"2015",52,52,4.09691001300806,0,0,4.088738365274,"Hispanic",4.39658289168338
315236,"0","2012-13",1,"Single",34637,0,"Unknown","Off Campus",20120822,1985,2,63,63,2,0,0,0,0,0,0,8,2.81,"2012",52,52,4.43261658390379,0,0,0,"Black",4.53954026960781
315237,"1","2012-13",1,"Single",5182,0,"High School","Off Campus",20120827,1989,1,-2,-2,0,-1,-1,0,0,0,0,0,4,"2012",51,51,0,0,0,0,"White",3.71449740864981
315238,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120829,1992,2,61,51,0,0,0,0,0,0,0,0,2.42,"2012",26,26,0,0,0,0,"nonresident",0
315246,"0","2014-15",1,"Single",4189,89913,"College","On Campus Housing",20140825,1994,2,46,40,0,0,0,0,0,0,0,0,3.44,"2014",52,52,4.36172783601759,0,3.30102999566398,0,"Black",4.97359885381762
315247,"1","2012-13",1,"Single",48945,0,"College","With Parent",20120828,1986,2,118,70,0,0,0,0,0,0,0,0,3,"2012",51,51,4.19728055812562,0,0,0,"Asian",4.68970833284356
315248,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120822,1988,1,-2,-2,0,1,1,0,0,0,1,0,1.16,"2012",43,43,0,0,0,0,"White",0
315251,"1","2013-14",1,"Single",8279,15296,"Middle School","With Parent",20130717,1993,1,-2,-2,0,1,1,0,0,1,1,0,1.4,"2013",43,43,0,0,0,4.04661220906845,"Hispanic",4.37245170140937
315254,"0","2012-13",3,"Single",29133,60612,"High School","With Parent",20121129,1989,2,142.5,96,0,0,0,1,0,0,0,8,3.43,"2012",26,26,4.25527250510331,0,0,3.13987908640124,"Asian",4.95301026189773
315257,"1","2012-13",3,"Single",9930,0,"High School","Off Campus",20130119,1988,2,88,75,2,0,0,0,0,0,0,0,3.49,"2012",51,51,3.43933269383026,0,0,3.57909732655264,"White",3.99694924849538
315260,"1","2012-13",1,"Married",19836,0,"College","On Campus Housing",20120904,1973,2,75.25,71.5,0,0,0,0,0,0,0,0,0.77,"2012",26,26,4.06803735961379,0,0,4.06490702715964,"Black",4.29745409961907
315262,"1","2012-13",1,"Single",0,26438,"High School","Off Campus",20120827,1991,2,22,19,0,1,0,0,0,0,0,0,2.04,"2012",27,27,4.19728055812562,0,0,4.35863905189346,"Hispanic",4.42222859824867
315264,"1","2013-14",1,"Single",9066,0,"Middle School","On Campus Housing",20130822,1985,1,-2,-2,0,1,1,0,0,0,1,0,1.56,"2013",0,0,0,0,0,4.11042134647396,"Black",3.95741571472267
315265,"0","2016-17",1,"Single",16896,0,"College","Off Campus",20160825,1992,2,23,23,0,0,0,0,0,0,0,0,2,"2016",11,11,0,0,0,3.26316246496222,"Asian",4.22778390085372
315268,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120827,1971,2,82,34,2,0,0,0,0,0,0,0,3.74,"2012",51,51,0,0,0,0,"White",0
315270,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120822,1968,2,54,66,2,0,0,0,0,0,0,8,3.64,"2012",52,52,0,0,0,0,"Hispanic",0
315276,"1","2012-13",1,"Single",7295,0,"Unknown","Off Campus",20120816,1986,2,42,39,0,0,0,0,0,0,0,0,2.8,"2012",26,26,3.17811325231463,0,0,4.17037907642307,"White",3.86302529622947
315277,"1","2012-13",1,"Single",0,0,"Unknown","Off Campus",20120831,1980,2,126,96,0,0,0,0,1,0,0,0,3.51,"2012",0,0,3.74036268949424,0,0,3.74429298312268,"Unknown",0
315279,"1","2012-13",1,"Single",4178,0,"College","On Campus Housing",20120807,1991,2,19,19,0,0,0,0,0,0,0,0,0.89,"2012",43,43,4.13136198911594,0,0,4.18147199294631,"Black",3.62096843564429
315301,"1","2012-13",1,"Single",0,29766,"High School","On Campus Housing",20120821,1994,1,-2,-2,0,1,1,0,0,1,1,0,1.83,"2012",0,0,4.07918124604763,0,0,4.52887815171939,"Black",4.47372047741983
315303,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120807,1964,2,79,66,0,0,0,0,0,0,0,8,3.72,"2012",51,51,0,2.39794000867204,0,0,"White",0
315314,"0","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20121212,1965,2,-1,74,2,0,0,0,0,0,0,8,3.97,"2012",51,51,0,0,0,0,"Asian",0
315315,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120910,1971,2,72,72,2,0,0,0,0,0,0,8,3.75,"2012",51,51,4.02118929906994,0,0,0,"Black",0
315319,"0","2012-13",3,"Single",1859,0,"College","With Parent",20121127,1987,2,95,52,0,0,0,0,0,0,0,7,3.61,"2012",0,0,4.34099902253144,0,0,4.29442213311298,"Asian",3.2692793897719
315320,"0","2012-13",1,"Married",102545,0,"Unknown","Off Campus",20120906,1972,2,72,72,2,0,0,0,0,0,0,8,3.43,"2012",51,51,4.36172783601759,0,0,0,"Unknown",5.01091448942064
315322,"1","2012-13",1,"Single",8685,0,"College","On Campus Housing",20120904,1969,2,105,73,0,0,0,0,0,0,0,0,2.85,"2012",0,0,0,0,0,3.14238946611884,"Unknown",3.93876982278312
315323,"1","2012-13",1,"Single",22050,30487,"Unknown","Off Campus",20120829,1989,2,79,66,2,0,0,0,0,0,0,0,2.54,"2012",43,43,4.25527250510331,0,0,0,"Hispanic",4.72046526980818
315327,"0","2012-13",1,"Single",13847,0,"High School","Off Campus",20120829,1989,2,91,88,0,0,0,0,0,0,0,7,3.75,"2012",45,45,4.30642502755069,0,0,4.12522093631656,"Black",4.14135569220389
315328,"0","2012-13",1,"Single",11189,194262,"High School","With Parent",20120830,1991,2,60,60,2,0,0,0,0,0,0,8,3.17,"2012",43,43,4.44452881131714,0,0,0,"White",5.31270825946221
315329,"1","2013-14",1,"Unknown",0,0,"Unknown","Unknown",20130801,1991,2,51,36,0,0,0,0,1,0,0,0,1.75,"2013",43,43,0,0,0,0,"White",0
315332,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120821,1988,1,-2,-2,0,-1,-1,0,0,0,0,0,4,"2012",51,51,0,0,0,0,"White",0
315335,"0","2012-13",3,"Single",7577,0,"Unknown","Off Campus",20130128,1986,2,85,64,2,0,0,0,0,0,0,7,2.69,"2012",0,0,4.29556709996248,0,0,4.33998776680335,"Hispanic",3.87949728724943
315337,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120830,1991,2,60,51,0,0,0,1,0,0,0,0,1.23,"2012",27,27,0,0,0,0,"Hispanic",0
315338,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120820,1973,1,-2,-2,0,-1,-1,0,0,0,0,0,4,"2012",51,51,0,0,0,0,"White",0
315342,"1","2012-13",1,"Single",0,29493,"Middle School","Off Campus",20120821,1994,1,-2,-2,0,1,1,0,0,0,1,0,1.16,"2012",43,43,0,0,0,3.95856388322197,"Black",4.4697189508217
315350,"1","2012-13",1,"Divorced",0,0,"Unknown","Off Campus",20120823,1988,2,6,6,0,1,1,0,0,0,0,0,2.06,"2012",43,43,3.81291335664286,0,0,3.74429298312268,"TwoOrMoreRace",0
315351,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120820,1981,2,66,66,2,0,0,0,0,0,0,8,3.62,"2012",52,52,0,0,0,0,"Hispanic",0
315355,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120816,1985,1,-2,-2,0,-1,-1,0,0,0,0,0,3.89,"2012",0,0,0,0,0,0,"Asian",0
315362,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120823,1953,1,-2,-2,0,-1,-1,0,0,0,0,0,4,"2012",27,27,0,0,0,0,"White",0
315370,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120905,1958,2,72,82,2,0,0,0,0,0,0,8,3.82,"2012",51,51,0,0,0,0,"Black",0
315390,"1","2012-13",1,"Single",0,45585,"Unknown","Off Campus",20120823,1992,1,-2,-2,0,1,1,0,0,0,1,0,0,"2012",43,43,0,0,0,3.62065647981962,"Black",4.65882195913562
315398,"0","2012-13",1,"Single",0,83313,"High School","On Campus Housing",20120814,1992,2,60.5,54.5,0,0,0,0,0,0,0,8,3.64,"2012",51,51,4.48005008265044,0,0,3.463594402187,"White",4.92071277316861
315399,"0","2012-13",1,"Single",0,184274,"High School","With Parent",20120823,1994,1,-2,-2,0,1,0,0,1,1,0,7,3.57,"2012",0,0,4.20951501454263,4.58795441589907,0,0,"Black",5.26546406309164
315404,"1","2012-13",1,"Married",359,0,"College","Off Campus",20120822,1987,2,-1,96,0,0,0,0,0,0,0,0,1.77,"2012",26,26,3.57403126772772,0,0,3.4432629874587,"Asian",2.55509444857832
315407,"0","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20121126,1983,2,-1,73,0,0,0,0,0,0,0,8,3.74,"2012",43,43,0,0,0,2.85125834871908,"TwoOrMoreRace",0
315414,"0","2012-13",1,"Single",10159,39105,"High School","With Parent",20120829,1992,2,46,31,0,0,0,0,0,0,0,8,3,"2012",43,43,4.36642295722597,0,0,3.73359846096134,"White",4.69252967155912
315416,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120910,1964,2,-1,96,2,0,0,0,0,0,0,8,3.69,"2012",52,52,0,0,0,0,"White",0
315418,"1","2012-13",1,"Single",8501,78561,"High School","With Parent",20120830,1990,2,82,66,2,0,0,0,0,0,0,0,3.4,"2012",52,52,3.67669360962487,0,0,0,"White",4.93982863960735
315421,"0","2016-17",1,"Single",15585,0,"High School","Off Campus",20160808,1986,2,124,79,0,0,0,0,0,0,0,0,3.25,"2016",23,23,3.54406804435028,0,0,4.05099807917338,"White",4.19270680661286
315422,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120829,1979,1,-2,-2,0,-1,-1,0,0,0,0,0,4,"2012",0,0,0,0,0,0,"Unknown",0
315426,"0","2012-13",3,"Single",23774,0,"High School","With Parent",20120124,1990,2,69,42,0,0,0,1,1,0,0,8,3.05,"2012",43,43,0,0,0,0,"Hispanic",4.3761022583701
315427,"1","2012-13",3,"Single",20987,66787,"High School","With Parent",20130118,1991,2,68,66,2,0,0,0,0,0,0,0,0,"2012",52,52,0,0,0,0,"White",4.94336589029397
315435,"1","2012-13",3,"Single",91667,0,"High School","Off Campus",20121115,1975,2,54,63,2,0,0,0,0,0,0,0,3.46,"2012",52,52,3.39794000867204,0,0,0,"TwoOrMoreRace",4.96221301836039
315438,"1","2013-14",1,"Separated",0,0,"College","Off Campus",20130507,1973,2,136,66,0,0,0,0,0,0,0,0,1.23,"2013",42,42,4.22404073862769,0,0,3.77480883031071,"Unknown",0
315440,"1","2012-13",3,"Single",61771,0,"Unknown","Off Campus",20121211,1984,2,107,70,0,0,0,0,0,0,0,0,3.38,"2012",51,51,4.13833428207102,0,0,0,"Asian",4.79078463211261
315444,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120827,1990,1,-2,-2,0,-1,-1,0,0,0,0,0,3.9,"2012",0,0,0,0,0,0,"Asian",0
315446,"1","2012-13",3,"Single",9749,89731,"High School","With Parent",20121129,1993,1,-2,-2,0,1,1,0,1,1,0,0,3.52,"2012",43,43,3.72015930340596,0,0,0,"Hispanic",4.9977357765979
315448,"0","2015-16",1,"Single",0,70837,"High School","With Parent",20150720,1993,2,90,68,0,0,0,0,0,0,0,0,2.98,"2015",50,50,4.3324384599156,0,3.28690535297237,0,"White",4.85026016021095
315450,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120821,1948,1,-2,-2,0,-1,-1,0,0,0,0,0,3.85,"2012",51,51,0,0,0,0,"White",0
315471,"0","2012-13",1,"Single",18882,0,"High School","Off Campus",20120827,1986,2,66,66,2,0,0,0,0,0,0,7,3.62,"2012",0,0,4.36172783601759,0,0,3.39794000867204,"Hispanic",4.27604799329686
315477,"1","2012-13",1,"Single",12421,0,"Unknown","Off Campus",20120829,1976,2,69.5,66,2,0,0,0,0,0,0,0,0,"2012",0,0,3.57403126772772,0,0,3.05115252244738,"Black",4.09415656178252
315482,"1","2012-13",1,"Married",39297,0,"High School","Off Campus",20120823,1986,1,-2,-2,0,1,0,0,1,1,0,0,3.01,"2012",52,52,4.36172783601759,0,0,3.71833557890851,"White",4.59435939685948
315493,"1","2012-13",1,"Single",2008,0,"College","Off Campus",20120816,1990,2,47,33,0,0,0,0,0,0,0,0,2.13,"2012",51,51,4.23044892137827,0,0,4.15115525515092,"Black",3.30276370847298
315494,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120828,1970,2,72,76,2,0,0,0,0,0,0,8,3.75,"2012",51,51,0,0,0,0,"Unknown",0
315496,"1","2012-13",1,"Single",12003,0,"Middle School","Off Campus",20120904,1987,2,67,66,2,0,0,0,0,0,0,0,1.66,"2012",50,50,4.5910646070265,0,0,4.37641269699122,"White",4.07928980609866
315497,"1","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20130109,1955,2,85,66,2,0,0,0,0,0,0,0,4,"2012",43,43,0,0,0,0,"Black",0
315503,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120827,1984,2,82,72,2,0,0,0,0,0,0,0,3.85,"2012",0,0,0,0,0,0,"White",0
315505,"0","2012-13",3,"Single",0,0,"High School","With Parent",20121218,1987,2,54,50,0,0,0,0,0,0,0,8,3.59,"2012",52,52,4.1832698436828,0,0,4.3762666358701,"Unknown",0
315507,"1","2012-13",1,"Single",4697,89499,"College","With Parent",20120829,1991,2,45.5,38.5,0,0,0,0,0,0,0,0,1.35,"2012",52,52,4.61960457837917,0,0,0,"Asian",4.97403246102206
315511,"0","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20121027,1991,2,80,70,0,0,0,0,0,0,0,8,3.7,"2012",43,43,0,0,0,0,"White",0
315517,"0","2015-16",1,"Unknown",0,0,"Unknown","Unknown",20150522,1978,2,103,82,2,0,0,0,0,0,0,8,3.81,"2015",51,51,3.57403126772772,0,0,0,"Unknown",0
315521,"1","2012-13",1,"Married",147488,0,"Unknown","Off Campus",20120829,1979,2,78,72,2,0,0,0,0,0,0,0,3.44,"2012",51,51,4.20411998265593,0,0,0,"Hispanic",5.16875668644443
315524,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120905,1985,2,64,64,2,0,0,0,0,0,0,0,3.35,"2012",43,43,0,0,0,0,"White",0
315527,"0","2015-16",1,"Separated",16874,0,"High School","Off Campus",20150708,1991,2,61,34,0,1,0,0,0,1,0,0,1.71,"2015",11,11,3.8750612633917,0,0,3.70397882500839,"White",4.22721804477119
315530,"1","2012-13",3,"Single",0,4878,"Middle School","On Campus Housing",20121115,1994,1,-2,-2,0,1,1,0,0,1,1,0,1.4,"2012",26,26,4.27300127206374,0,3.60205999132796,4.50241346271052,"TwoOrMoreRace",3.68824179597771
315537,"1","2012-13",1,"Single",13265,0,"High School","Off Campus",20120904,1955,2,95,66,2,0,0,0,0,0,0,0,2.44,"2012",13,13,4.68124123737559,0,0,4.17397253281796,"Black",4.12270725431835
315542,"1","2012-13",1,"Divorced",28529,0,"Unknown","Off Campus",20120906,1967,2,84,41,2,0,0,0,0,0,0,0,3.43,"2012",51,51,4.09233458952102,0,0,3.44870631990508,"Unknown",4.45528654901098
315543,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120904,1963,2,87,84,2,0,0,0,0,0,0,8,2.28,"2012",52,52,0,0,0,0,"White",0
315544,"1","2012-13",3,"Single",5269,0,"High School","With Parent",20130110,1979,2,120,96,0,0,0,0,0,0,0,0,2.74,"2012",0,0,3.81291335664286,0,0,3.77048380943111,"White",3.72172819857279
315545,"0","2012-13",1,"Married",43048,0,"Middle School","Off Campus",20120829,1966,2,75,66,2,0,0,0,0,0,0,8,3.27,"2012",52,52,3.74036268949424,0,0,3.7160033436348,"Unknown",4.63395297903844
315565,"1","2012-13",1,"Married",92052,0,"College","Off Campus",20120905,1973,2,60,48,0,0,0,0,0,0,0,0,1.5,"2012",43,43,0,0,0,0,"White",4.96403322879362
315566,"0","2012-13",3,"Single",79009,0,"Unknown","Off Campus",20121212,1960,2,0,0,2,0,0,1,0,0,0,8,3.04,"2012",51,51,3.83250891270624,0,0,0,"Black",4.89767656505891
315567,"1","2012-13",1,"Single",20555,0,"Unknown","On Campus Housing",20120829,1983,2,64,64,2,0,0,0,0,0,0,0,2,"2012",54,54,4.21793116878578,0,0,3.41830129131975,"Hispanic",4.31291748111637
315569,"0","2012-13",3,"Married",84903,0,"Middle School","Off Campus",20120127,1969,2,98,59,2,0,0,0,0,0,0,8,3.45,"2012",51,51,4.2710047257857,0,0,2.74973631556906,"White",4.92892303606759
315570,"1","2012-13",3,"Single",5269,0,"College","With Parent",20130115,1988,2,57,48,0,0,0,0,0,0,0,7,3,"2012",51,51,4.2264194486486,0,0,4.23924941347672,"Black",3.72172819857279
315571,"0","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20130122,1991,2,49,42,0,0,0,0,0,0,0,7,3.26,"2012",42,42,4.26717172840301,0,0,3.76155198856418,"White",0
315576,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120904,1970,1,-2,-2,0,-1,-1,0,0,0,0,0,3.95,"2012",52,52,0,0,0,0,"White",0
315578,"0","2012-13",3,"Single",15829,29228,"College","With Parent",20130114,1990,2,69,63,2,0,0,0,0,0,0,8,3.95,"2012",43,43,4.39181692361325,0,0,3.33183204443625,"White",4.65376227201233
315579,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120905,1987,1,-2,-2,0,-1,-1,0,0,0,0,0,3.7,"2012",51,51,0,0,0,0,"White",0
315591,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120829,1987,2,68,66,2,0,0,0,0,0,0,8,2.93,"2012",43,43,4.08564728829686,0,0,0,"White",0
315592,"0","2012-13",1,"Single",15012,0,"College","Off Campus",20120830,1990,2,71,47,0,0,0,0,0,0,0,7,3.28,"2012",13,13,4.11377628383703,2.39794000867204,0,4.47098348738153,"Hispanic",4.17643855574104
315594,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120830,1985,2,115,72,0,0,0,0,0,0,0,8,3.62,"2012",52,52,3.91645394854993,0,0,4.12703997345508,"Asian",0
315597,"1","2012-13",3,"Married",0,0,"High School","Off Campus",20121023,1985,2,35.5,96,0,0,0,0,0,0,0,0,3.9,"2012",40,40,4.54445253492783,4.09691001300806,0,0,"Hispanic",0
315604,"1","2012-13",1,"Single",1155,72556,"Middle School","With Parent",20120827,1994,1,-2,-2,0,-1,-1,0,1,0,0,0,3.17,"2012",0,0,4.24303804868629,0,0,3.69827457667437,"Unknown",4.86753230309414
315605,"0","2012-13",1,"Married",7160,0,"Unknown","Off Campus",20120904,1976,2,107,92,0,0,0,0,0,0,0,8,3.19,"2012",52,52,4.48429983934679,3.27875360095283,0,4.46115323499084,"Black",3.85491302230786
315606,"0","2012-13",1,"Single",2846,160009,"High School","With Parent",20120828,1992,2,28.5,31.5,0,0,0,1,0,0,0,7,3.33,"2012",42,42,4.30319605742049,0,3.30102999566398,3.14457420760962,"Black",5.21180109688354
315608,"0","2012-13",1,"Single",0,155433,"College","With Parent",20120827,1990,2,66,66,2,0,0,0,0,0,0,8,3.22,"2012",43,43,4.19728055812562,0,0,3.75181778773688,"Black",5.19154322937101
315609,"0","2012-13",1,"Single",0,155433,"College","With Parent",20120827,1990,2,66,66,2,0,0,0,0,0,0,8,3.25,"2012",43,43,4.19728055812562,0,0,3.78232926899684,"Black",5.19154322937101
315610,"1","2012-13",3,"Single",20000,0,"Unknown","Off Campus",20120127,1989,2,65,65,2,0,0,0,0,0,0,0,1.79,"2012",43,43,4.55930801090701,0,0,3.60444206626072,"Black",4.30102999566398
315614,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120910,1985,2,87.5,66,2,0,0,0,0,0,0,0,3.35,"2012",0,0,0,0,0,0,"Black",0
315615,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120829,1987,2,58,55,0,0,0,0,0,0,0,0,1.3,"2012",54,54,0,0,0,0,"White",0
315618,"0","2012-13",1,"Married",0,0,"College","Off Campus",20120829,1978,2,64,64,2,0,0,0,0,0,0,8,3,"2012",43,43,4.48072537898849,0,0,3.79809793206249,"White",0
315619,"1","2014-15",1,"Unknown",0,0,"Unknown","Unknown",20140904,1964,1,-2,-2,0,-1,-1,0,0,0,0,0,3.88,"2014",0,0,0,0,0,0,"White",0
315622,"1","2012-13",1,"Married",0,0,"Middle School","With Parent",20120901,1986,2,126,96,0,0,0,0,0,0,0,0,3.38,"2012",0,0,0,0,0,0,"Asian",0
315626,"0","2013-14",1,"Single",22840,87535,"High School","Off Campus",20130605,1990,2,87,63,2,0,0,0,0,0,0,8,3.8,"2013",43,43,4.28148788794008,0,0,3.31806333496276,"Unknown",5.04287071658563
315637,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120823,1964,1,-2,-2,0,-1,-1,0,0,0,0,0,3,"2012",0,0,0,0,0,0,"Unknown",0
315661,"1","2013-14",1,"Single",0,19243,"High School","With Parent",20130605,1994,1,-2,-2,0,0,0,1,1,0,0,0,2.47,"2013",43,43,0,3.65321251377534,0,4.1695189652463,"Hispanic",4.28427277985773
315676,"0","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120830,1992,2,33,33,0,0,0,1,0,0,0,0,1.93,"2012",52,52,0,0,0,0,"White",0
315687,"1","2012-13",3,"Single",15625,0,"Unknown","Off Campus",20121023,1959,2,68,66,2,0,0,0,0,0,0,0,3.66,"2012",45,45,3.74036268949424,0,0,3.29841638006129,"Black",4.19382002601611
315722,"1","2012-13",3,"Married",123535,0,"High School","With Parent",20130111,1967,2,110,66,2,0,0,0,0,0,0,0,3.85,"2012",52,52,3.53147891704225,0,0,0,"Unknown",5.0917900195664
315736,"0","2012-13",3,"Single",25290,0,"College","With Parent",20121127,1989,2,65,62,2,0,0,0,0,0,0,7,2.79,"2012",0,0,4.56073135988197,0,0,4.26028609590986,"Hispanic",4.40294882934441
315737,"0","2013-14",1,"Single",47509,0,"High School","Off Campus",20130905,1988,2,108,89,2,0,0,0,0,0,0,8,3.85,"2013",51,51,0,0,0,0,"White",4.67677588920572
315738,"0","2013-14",1,"Single",19807,43360,"High School","With Parent",20130411,1990,2,76,66,2,0,0,0,0,0,0,7,3.41,"2013",54,54,0,0,0,0,"Unknown",4.80049025136984
315758,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120905,1986,2,0,0,0,0,0,0,0,0,0,0,3.7,"2012",51,51,0,0,0,0,"White",0
315760,"1","2013-14",1,"Single",0,8281,"High School","Off Campus",20130820,1992,2,62,62,0,0,0,0,1,0,0,0,0.15,"2013",0,0,0,0,0,3.77182550601761,"White",3.91808278464219
315761,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120906,1981,1,-2,-2,0,-1,-1,0,0,0,0,0,3.3,"2012",51,51,0,0,0,0,"White",0
315784,"1","2012-13",3,"Single",1531,0,"Unknown","On Campus Housing",20121113,1986,2,148,96,3,0,0,0,0,0,0,0,3.33,"2012",26,26,3.8481891169914,0,0,3.45071087814692,"TwoOrMoreRace",3.18497519069826
315793,"1","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20121115,1983,2,9,40,2,0,0,0,0,0,0,0,4,"2012",51,51,0,0,0,0,"White",0
315794,"1","2012-13",1,"Unknown",0,0,"Unknown","Unknown",20120910,1966,1,-2,-2,0,-1,-1,0,0,0,0,0,4,"2012",43,43,0,0,0,0,"Hispanic",0
315795,"1","2012-13",3,"Single",0,34113,"Unknown","On Campus Housing",20120117,1994,1,-2,-2,0,1,1,0,0,0,1,0,2.63,"2012",45,45,4.01072386539177,0,0,3.71533468379231,"Black",4.53291991425214
315796,"1","2012-13",3,"Single",30317,0,"High School","With Parent",20121113,1987,2,71,66,0,0,0,0,0,0,0,0,3.47,"2012",42,42,4.08264177815713,0,0,3.07845681805329,"Hispanic",4.4816862237441
315805,"1","2013-14",1,"Single",0,0,"High School","With Parent",20130624,1988,1,-2,-2,0,1,1,0,0,1,1,0,2.1,"2013",51,51,0,0,0,4.27916484306227,"Black",0
315822,"1","2012-13",3,"Married",63951,0,"Unknown","Off Campus",20130110,1963,2,55,55,0,0,0,0,0,0,0,0,2.48,"2012",52,52,3.93580945380993,0,0,2.98900461569854,"Hispanic",4.80584733991845
315825,"0","2015-16",1,"Single",10334,43272,"College","On Campus Housing",20150422,1993,2,67,64,2,0,0,0,0,0,0,7,3.51,"2015",42,42,4.17609125905568,0,0,4.01233095558015,"Black",4.72921340202593
315826,"0","2012-13",3,"Single",8742,0,"College","Off Campus",20121127,1982,2,72,66,2,0,0,0,0,0,0,7,3.34,"2012",13,13,4.09691001300806,0,0,4.18015455945335,"Asian",3.94161080215363
315832,"1","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20130118,1986,1,-2,-2,0,-1,-1,0,0,0,0,0,2.41,"2012",52,52,0,0,0,0,"Unknown",0
315835,"0","2012-13",3,"Married",105000,0,"College","Off Campus",20121127,1970,2,129,68,2,0,0,0,0,0,0,8,3.25,"2012",51,51,3.8750612633917,0,0,0,"Black",5.02118929906994
315841,"0","2012-13",3,"Single",0,20491,"Unknown","With Parent",20121126,1994,1,-2,-2,0,1,1,0,0,1,1,0,1.9,"2012",0,0,4.27875360095283,0,0,4.69019608002851,"Hispanic",4.31156315331991
315875,"0","2012-13",3,"Unknown",0,0,"Unknown","Unknown",20121127,1954,2,-1,96,0,0,0,0,0,0,0,8,3.71,"2012",51,51,0,0,0,0,"Unknown",0
315876,"1","2014-15",1,"Married",64919,0,"Unknown","Off Campus",20140904,1986,2,89,56,0,0,0,0,0,0,0,0,2.66,"2014",13,13,0,0,0,0,"Hispanic",4.81237182141564
315877,"0","2012-13",3,"Single",10831,49765,"High School","Off Campus",20121127,1991,2,24,13.5,0,0,0,0,0,0,0,7,3.13,"2012",0,0,4.43136376415899,0,0,4.17632282103499,"Black",4.78244395691773
