"StudentID","Dropout","cohort","cohort term","Marital Status","Adjusted Gross Income","Parent Adjusted Gross Income","Father's Highest Grade Level","Mother's Highest Grade Level","Housing","2012 Loan","2012 Scholarship","2012 Work/Study","2012 Grant","2013 Loan","2013 Scholarship","2013 Work/Study","2013 Grant","2014 Loan","2014 Scholarship","2014 Work/Study","2014 Grant","2015 Loan","2015 Scholarship","2015 Work/Study","2015 Grant","2016 Loan","2016 Scholarship","2016 Work/Study","2016 Grant","2017 Loan","2017 Scholarship","2017 Work/Study","2017 Grant"
314741,1,"2012-13","1","Single",0,13989,"Unknown","High School","On Campus Housing",NA,NA,NA,NA,3500,NA,NA,11790,6500,NA,NA,4940,3250,NA,NA,2865,NA,NA,NA,NA,NA,NA,NA,NA
314749,1,"2013-14","1","Single",0,20526,"Middle School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,11456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314752,1,"2013-14","1","Single",2142,31564,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,4229,1750,NA,NA,3258,NA,NA,NA,NA,NA,NA,NA,NA
314771,0,"2013-14","1","Single",0,121636,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,20163.99,2000,NA,NA,20500,2000,NA,NA,14500,2000,NA,NA,13800,NA,NA,NA
314773,0,"2013-14","1","Single",7465,130867,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314776,0,"2013-14","1","Single",1955,143957,"College","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,26016,NA,NA,NA,23000,NA,NA,NA,12000,NA,NA,NA,28500,NA,NA,NA
314781,0,"2016-17","1","Single",0,12480,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,13023
314782,0,"2013-14","1","Single",0,36001,"Unknown","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9281,NA,NA,NA,9484,NA,NA,NA,11071,NA,NA,NA,11573
314792,0,"2015-16","1","Single",0,53609,"Middle School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,9107,7500,NA,NA,3465
314794,0,"2015-16","3","Single",0,28745,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,NA,NA,6128,4500,NA,NA,12423
314795,1,"2013-14","1","Single",1071,0,"High School","Unknown","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,11783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314800,0,"2013-14","1","Single",0,104052,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,11000,NA,NA,NA,11200,NA,NA,NA,12500,NA,NA,NA,12500,NA,NA,NA
314807,1,"2012-13","1","Separated",0,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314808,1,"2012-13","1","Single",0,63797,"High School","High School","Off Campus",NA,NA,NA,NA,9000,NA,NA,NA,7336,NA,NA,NA,2100,NA,NA,920,2250,NA,NA,1550.72,NA,NA,NA,NA
314814,0,"2012-13","1","Single",0,24548,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,9050,NA,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,12255,NA,NA,NA,6212
314821,1,"2012-13","1","Single",59278,0,"High School","Middle School","Off Campus",NA,NA,NA,NA,7500,NA,NA,850,12500,NA,NA,3671,10500,NA,NA,5218,NA,NA,NA,NA,NA,NA,NA,NA
314822,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314824,1,"2012-13","1","Single",0,21792,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314825,1,"2012-13","3","Divorced",8599,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314826,0,"2012-13","1","Single",9200,0,"Middle School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,11790,NA,NA,NA,12001,1500,NA,NA,5578,NA,NA,NA,1106,NA,NA,NA,NA
314829,0,"2012-13","1","Divorced",13265,45977,"College","College","Off Campus",NA,NA,NA,NA,10500,NA,NA,3100,12500,NA,NA,1395,10500,NA,NA,1208,NA,NA,NA,NA,NA,NA,NA,NA
314830,0,"2012-13","1","Married",95572,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314831,1,"2012-13","1","Single",17861,163621,"College","High School","With Parent",NA,NA,NA,NA,7500,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314833,0,"2012-13","1","Single",1772,10440,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,11440,4500,NA,NA,10335,11000,NA,NA,NA,17500,NA,NA,NA,11000,NA,NA,NA
314837,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314840,1,"2012-13","1","Single",0,0,"College","College","On Campus Housing",NA,NA,NA,NA,21500,NA,NA,NA,12500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314841,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314845,1,"2012-13","1","Single",0,3715,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,11790,NA,NA,NA,12601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314846,0,"2012-13","3","Single",9805,19836,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,2750,NA,NA,3050,5500,NA,NA,5645,5500,NA,NA,5680,NA,NA,NA,NA,NA,NA,NA,NA
314850,1,"2012-13","1","Single",25310,0,"High School","High School","Off Campus",NA,NA,NA,NA,10500,NA,NA,1247,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314851,0,"2012-13","1","Married",40400,0,"College","College","With Parent",NA,NA,NA,NA,12500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314859,0,"2013-14","1","Single",12763,12997,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,7285,6500,NA,NA,8916,7500,NA,NA,9009,12500,NA,NA,2965
314860,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314862,0,"2012-13","1","Single",0,16282,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,2600,NA,NA,9402,10500,NA,NA,2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314866,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314868,0,"2012-13","1","Single",6075,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,4500,NA,NA,11040,10500,NA,NA,795,10500,NA,NA,2280,5250,NA,NA,1463,NA,NA,NA,NA
314869,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314871,0,"2015-16","1","Single",12557,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,5775,NA,5000,NA,6415
314872,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314881,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314883,0,"2012-13","3","Separated",52173,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,8500,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314887,1,"2013-14","1","Single",5096,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,12001,5250,NA,NA,1690,6025,NA,NA,2888,NA,NA,NA,NA
314889,1,"2012-13","1","Single",0,18119,"High School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,8577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314890,1,"2012-13","1","Single",2393,0,"High School","High School","Off Campus",NA,NA,NA,NA,3500,NA,NA,4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314894,0,"2013-14","1","Single",11395,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,6581,10500,NA,NA,3904,NA,NA,NA,NA,NA,NA,NA,NA
314910,0,"2012-13","1","Single",5424,49345,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,5650,NA,NA,NA,12001,5500,NA,NA,4930,NA,NA,NA,NA,NA,NA,NA,NA
314926,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314934,0,"2013-14","1","Divorced",20510,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,2823,10500,NA,NA,7488,NA,NA,NA,NA,NA,NA,NA,NA
314935,0,"2014-15","1","Single",60634,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA,9563,NA,NA,NA,NA,NA,NA,NA
314940,1,"2014-15","3","Single",39199,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314946,0,"2012-13","1","Separated",14305,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,6240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314947,0,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314948,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314949,0,"2012-13","1","Single",2955,86295,"College","College","On Campus Housing",NA,NA,NA,NA,20842,NA,NA,NA,12500,NA,NA,12001,10345,NA,NA,2865,NA,NA,NA,NA,NA,NA,NA,NA
314952,1,"2012-13","1","Single",7636,0,"High School","College","Off Campus",NA,NA,NA,NA,4223,NA,NA,11790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314957,0,"2012-13","1","Single",13269,17646,"College","High School","Off Campus",NA,NA,NA,NA,8500,NA,NA,4400,4779,NA,NA,12001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314958,1,"2012-13","1","Single",0,0,"High School","High School","With Parent",NA,NA,NA,NA,1500,NA,NA,11040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314966,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314973,1,"2012-13","1","Single",6386,0,"College","Middle School","Off Campus",NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314976,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314990,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314992,0,"2015-16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314994,1,"2012-13","1","Single",19117,19117,"College","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,11790,NA,NA,NA,12601,NA,NA,NA,12116,NA,NA,NA,NA,NA,NA,NA,NA
315011,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315063,0,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315074,1,"2012-13","1","Single",41957,0,"High School","High School","Off Campus",NA,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315078,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315081,1,"2012-13","1","Separated",9531,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,10500,NA,NA,11790,939,NA,NA,6001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315086,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315090,0,"2013-14","3","Single",50171,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,NA
315124,1,"2012-13","1","Single",29290,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315125,1,"2012-13","1","Single",6552,0,"College","College","Off Campus",NA,NA,NA,NA,10500,NA,NA,NA,2974,NA,NA,3478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315126,1,"2012-13","1","Single",18398,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315135,0,"2013-14","3","Divorced",56548,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,2140,5250,NA,NA,NA,NA,NA,NA,NA
315144,0,"2012-13","1","Single",9791,13214,"Middle School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,11040,NA,NA,NA,1386,10500,NA,NA,3980,10500,NA,NA,1861,NA,NA,NA,NA
315146,1,"2012-13","1","Single",0,0,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,266.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315156,0,"2012-13","1","Divorced",8138,0,"College","College","Off Campus",NA,NA,NA,NA,9500,NA,NA,5550,10500,NA,NA,7411,10500,NA,NA,1680,NA,NA,NA,NA,NA,NA,NA,NA
315158,1,"2012-13","1","Single",0,84740,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315161,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315162,0,"2012-13","1","Married",50682,0,"High School","High School","Off Campus",NA,NA,NA,NA,3500,NA,NA,3000,3500,NA,NA,4234,7500,NA,NA,4185,8500,NA,NA,1263,12500,NA,NA,933
315169,0,"2013-14","1","Single",0,57469,"High School","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,3500,10653.3,NA,2727,6500,10853,NA,NA,7500,4090.6,NA,7087,7500,11650.1,NA,3879
315173,1,"2012-13","1","Single",5143,5042,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,11790,NA,NA,NA,11783,5250,NA,NA,715,NA,NA,NA,NA,NA,NA,NA,NA
315176,0,"2013-14","1","Single",0,0,"College","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13151,NA,NA,NA,13291,6500,NA,NA,6375,2500,NA,NA,12723
315181,1,"2012-13","3","Single",0,23600,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315186,1,"2013-14","1","Single",0,38841,"Unknown","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8985,NA,NA,NA,NA,NA,NA,NA,11421,NA,NA,NA,11573
315187,1,"2012-13","1","Separated",14480,0,"College","College","Off Campus",NA,NA,NA,NA,6331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315188,0,"2012-13","3","Single",16558,58149,"High School","High School","With Parent",NA,NA,NA,NA,5500,NA,NA,NA,9260,NA,NA,NA,5502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315189,0,"2012-13","3","Single",7046,163497,"High School","College","With Parent",NA,NA,NA,NA,7250,NA,NA,NA,12000,NA,NA,NA,5750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315190,0,"2012-13","1","Single",7297,22787,"Unknown","College","Off Campus",NA,NA,NA,NA,7500,NA,NA,5550,11500,NA,NA,5645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315193,0,"2015-16","1","Married",58816,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5928.6,NA,5325,NA,8865.1,NA,2565
315196,1,"2012-13","1","Single",924,120179,"College","College","With Parent",NA,NA,NA,NA,3500,NA,NA,NA,1339,NA,NA,5595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315197,0,"2012-13","1","Single",0,8479,"College","College","With Parent",NA,NA,NA,NA,3500,5000,NA,5550,2550,4779,NA,12001,NA,5000,NA,11294,NA,NA,NA,NA,NA,NA,NA,NA
315198,0,"2012-13","1","Married",22107,0,"Middle School","College","Off Campus",NA,NA,NA,NA,10500,NA,NA,7366,7000,NA,NA,8865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315200,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315201,1,"2012-13","3","Single",3152,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315217,1,"2012-13","1","Single",0,11433,"College","College","With Parent",NA,NA,NA,NA,5500,NA,NA,5550,5500,NA,NA,6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315221,0,"2016-17","1","Single",7543,0,"College","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236,NA,NA,6212
315222,1,"2012-13","3","Single",0,6340,"High School","High School","Off Campus",NA,NA,NA,NA,3250,NA,NA,2775,4500,NA,NA,10681,6500,NA,NA,5730,924,NA,NA,2888,NA,NA,NA,NA
315223,1,"2012-13","1","Single",44247,0,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315224,0,"2015-16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315226,0,"2014-15","1","Single",17817,0,"College","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,3080,10500,NA,NA,5775,NA,NA,NA,NA
315231,1,"2015-16","1","Single",24922,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,NA,NA,9059,5500,NA,NA,3208
315236,0,"2012-13","1","Single",34637,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,10500,NA,NA,NA,10328,NA,NA,NA,6250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315237,1,"2012-13","1","Single",5182,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315238,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315246,0,"2014-15","1","Single",4189,89913,"College","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,7500,NA,NA,NA,5000,NA,2000,NA
315247,1,"2012-13","1","Single",48945,0,"College","College","With Parent",NA,NA,NA,NA,10500,NA,NA,NA,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315248,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315251,1,"2013-14","1","Single",8279,15296,"Middle School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315254,0,"2012-13","3","Single",29133,60612,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA,10500,NA,NA,1380,NA,NA,NA,NA,NA,NA,NA,NA
315257,1,"2012-13","3","Single",9930,0,"High School","High School","Off Campus",NA,NA,NA,NA,1750,NA,NA,2382,1000,NA,NA,1412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315260,1,"2012-13","1","Married",19836,0,"College","High School","On Campus Housing",NA,NA,NA,NA,7500,NA,NA,10200,4196,NA,NA,1412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315262,1,"2012-13","1","Single",0,26438,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,9950,6500,NA,NA,2495,3750,NA,NA,1005,5500,NA,NA,9387,NA,NA,NA,NA
315264,1,"2013-14","1","Single",9066,0,"Middle School","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645,NA,NA,NA,NA,NA,NA,NA,2888,NA,NA,NA,4362
315265,0,"2016-17","1","Single",16896,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833
315268,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315270,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315276,1,"2012-13","1","Single",7295,0,"Unknown","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,5895,NA,NA,NA,6001,NA,NA,NA,NA,NA,NA,NA,NA,1507,NA,NA,2908
315277,1,"2012-13","1","Single",0,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,5500,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315279,1,"2012-13","1","Single",4178,0,"College","College","On Campus Housing",NA,NA,NA,NA,12000,NA,NA,9595,1532,NA,NA,5592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315301,1,"2012-13","1","Single",0,29766,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,11040,5500,NA,NA,6245,NA,NA,NA,5221,NA,NA,NA,NA,6500,NA,NA,11291
315303,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315314,0,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315315,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315319,0,"2012-13","3","Single",1859,0,"College","College","With Parent",NA,NA,NA,NA,3928,NA,NA,5520,7500,NA,NA,5645,10500,NA,NA,8533,NA,NA,NA,NA,NA,NA,NA,NA
315320,0,"2012-13","1","Married",102545,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,10500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315322,1,"2012-13","1","Single",8685,0,"College","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315323,1,"2012-13","1","Single",22050,30487,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315327,0,"2012-13","1","Single",13847,0,"High School","High School","Off Campus",NA,NA,NA,NA,7500,NA,NA,5550,7500,NA,NA,5645,5250,NA,NA,2147,NA,NA,NA,NA,NA,NA,NA,NA
